instrument_code,mission_name,before_name,after_name,before_description,after_description,changed
spase://SMWG/Instrument/Ground/Lucky.Lake/Magnetometer,IAGA,Magnetometer,Lucky Lake Magnetometer,Lucky Lake Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier LUC,yes
spase://SMWG/Instrument/Ground/Lethbridge/Magnetometer,Lethbridge Geophysical Observatory,Magnetometer,Lethbridge Magnetometer,Lethbridge Magnetometer,Magnetometer: Lethbridge (LETH) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Loysburg/Magnetometer,Loysburg Geophysical Observatory,Magnetometer,Loysburg Magnetometer,Loysburg Magnetometer,Magnetometer: Loysburg (LOYS) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Lovozero/Magnetometer,IAGA,Magnetometer,Lovozero Magnetometer,Lovozero Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier LOZ,yes
spase://SMWG/Instrument/Ground/Laurel/Magnetometer,Laurel Geophysical Observatory,Magnetometer,Laurel Magnetometer,Laurel Magnetometer,Magnetometer: Laurel (LREL) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Linares/Magnetometer,Linares Geophysical Observatory,Magnetometer,Linares Magnetometer,Linares Magnetometer,Magnetometer: Linares (LRES) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Leirvogur/Magnetometer,IAGA,Magnetometer,Leirvogur Magnetometer,Leirvogur Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier LRV,yes
spase://SMWG/Instrument/Ground/Lyford/Magnetometer,Lyford Geophysical Observatory,Magnetometer,Lyford Magnetometer,Lyford Magnetometer,Magnetometer: Lyford (LYFD) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Longyearbyen/Magnetometer,Longyearbyen Geophysical Observatory,Magnetometer,Longyearbyen Magnetometer,Longyearbyen Magnetometer,Magnetometer: Longyearbyen (LYR) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Masi/Magnetometer,Masi Geophysical Observatory,Magnetometer,Masi Magnetometer,Masi Magnetometer,Magnetometer: Masi (MAS) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/McGrath/Magnetometer,McGrath Geophysical Observatory,Magnetometer,McGrath Magnetometer,McGrath Magnetometer,Magnetometer: McGrath (MCGR) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Meanook/Magnetometer,IAGA,Magnetometer,Meanook Magnetometer,Meanook Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier MEA,yes
spase://SMWG/Instrument/Ground/Mekrijarvi/Magnetometer,Mekrijarvi Geophysical Observatory,Magnetometer,Mekrijarvi Magnetometer,Mekrijarvi Magnetometer,Magnetometer: Mekrijarvi (MEK) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Muono/Magnetometer,Muono Geophysical Observatory,Magnetometer,Muono Magnetometer,Muono Magnetometer,Magnetometer: Muono (MUO) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Nain/Magnetometer,Nain Geophysical Observatory,Magnetometer,Nain Magnetometer,Nain Magnetometer,Magnetometer: Nain (NAIN) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Nyalesund/Magnetometer,Nyalesund,Magnetometer,Nyalesund Magnetometer,Nyalesund Magnetometer,Magnetometer: The Magnetometer located at the Nyalesund geophysical observatory.,yes
spase://SMWG/Instrument/Ground/Narsarsuaq/Magnetometer,Narsarsuaq Geophysical Observatory,Magnetometer,Narsarsuaq Magnetometer,Narsarsuaq Magnetometer,Magnetometer: Narsarsuaq (NRSQ) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Colville.National.Forest/Magnetometer,Colville National Forest Geophysical Observatory,Magnetometer,Colville National Forest Magnetometer,Colville National Forest Magnetometer,Magnetometer: Colville National Forest (NEW) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Nordkapp/Magnetometer,Nord Geophysical Observatory,Magnetometer,Nordkapp Magnetometer,Nordkapp Magnetometer,Magnetometer: Nordkapp (NOR) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Nord/Magnetometer,IAGA,Magnetometer,Nord Magnetometer,Nord Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier NRD,yes
spase://SMWG/Instrument/Ground/Nurmijarvi/Magnetometer,IAGA,Magnetometer,Nurmijarvi Magnetometer,Nurmijarvi Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier NUR,yes
spase://SMWG/Instrument/Ground/Ottawa/Magnetometer,IAGA,Magnetometer,Ottawa Magnetometer,Ottawa Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier OTT,yes
spase://SMWG/Instrument/Ground/Oulujarvi/Magnetometer,IAGA,Magnetometer,Oulujarvi Magnetometer,Oulujarvi Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier OUL,yes
spase://SMWG/Instrument/Ground/Pangnirtung/Magnetometer,Pangnirtung Geophysical Observatory,Magnetometer,Pangnirtung Magnetometer,Pangnirtung Magnetometer,Magnetometer: Pangnirtung (PANG) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Pevek/Magnetometer,Pevek Geophysical Observatory,Magnetometer,Pevek Magnetometer,Pevek Magnetometer,Magnetometer: Pevek (PBK) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Pueblo/Magnetometer,Pueblo Geophysical Observatory,Magnetometer,Pueblo Magnetometer,Pueblo Magnetometer,Magnetometer: Pueblo (PBLO) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Purcell/Magnetometer,Purcell Geophysical Observatory,Magnetometer,Purcell Magnetometer,Purcell Magnetometer,Magnetometer: Purcell (PCEL) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Pello/Magnetometer,Pello Geophysical Observatory,Magnetometer,Pello Magnetometer,Pello Magnetometer,Magnetometer: Pello (PEL) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/PENGUIn.0/Magnetometer,PENGUIn-0 Geophysical Observatory,Magnetometer,PENGUIn-0 Magnetometer,PENGUIn-0 Magnetometer,Magnetometer: PENGUIn-0 (PG0) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/PENGUIn.1/Magnetometer,PENGUIn,Magnetometer,PENGUIn-1 Magnetometer,PENGUIn-1 Magnetometer,Magnetometer: PENGUIn-1 (PG1) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/PENGUIn.2/Magnetometer,PENGUIn,Magnetometer,PENGUIn-2 Magnetometer,PENGUIn-2 Magnetometer,Magnetometer: PENGUIn-2 (PG2) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/PENGUIn.3/Magnetometer,PENGUIn-3 Geophysical Observatory,Magnetometer,PENGUIn-3 Magnetometer,PENGUIn-3 Magnetometer,Magnetometer: PENGUIn-3 (PG3) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/PENGUIn.4/Magnetometer,PENGUIn-4 Geophysical Observatory,Magnetometer,PENGUIn-4 Magnetometer,PENGUIn-4 Magnetometer,Magnetometer: PENGUIn-4 (PG4) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/PENGUIn.5/Magnetometer,PENGUIn,Magnetometer,PENGUIn-5 Magnetometer,PENGUIn-5 Magnetometer,Magnetometer: PENGUIn-5 (PG5) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Prince.George/Magnetometer,Prince George Geophysical Observatory,Magnetometer,Prince George Magnetometer,Prince George Magnetometer,Magnetometer: Prince George (PGEO) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Pine.Ridge/Magnetometer,Pine Ridge Geophysical Observatory,Magnetometer,Pine Ridge Magnetometer,Pine Ridge Magnetometer,Magnetometer: Pine Ridge (PINE) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Park.Site/Magnetometer,Park Site Geophysical Observatory,Magnetometer,Park Site Magnetometer,Park Site Magnetometer,Magnetometer: Park Site (PKS) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Poker.Flat/Magnetometer,IAGA,Magnetometer,Poker Flat Magnetometer,Poker Flat Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier POK,yes
spase://SMWG/Instrument/Ground/Petersburg/Magnetometer,Petersburg Geophysical Observatory,Magnetometer,Petersburg Magnetometer,Petersburg Magnetometer,Magnetometer: Petersburg (PTRS) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Puvirnituq/Magnetometer,Puvirnituq Geophysical Observatory,Magnetometer,Puvirnituq Magnetometer,Puvirnituq Magnetometer,Magnetometer: Puvirnituq (PUVR) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Radisson/Magnetometer,Radisson Geophysical Observatory,Magnetometer,Radisson Magnetometer,Radisson Magnetometer,Magnetometer: Radisson (RADI) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Ranua/Magnetometer,Ranua Geophysical Observatory,Magnetometer,Ranua Magnetometer,Ranua Magnetometer,Magnetometer: Ranua (RAN) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Rankin.Inlet/Magnetometer,IAGA,Magnetometer,Rankin Inlet Magnetometer,Rankin Inlet Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier RIT,yes
spase://SMWG/Instrument/Ground/Repulse.Bay/Magnetometer,Repulse Bay Geophysical Observatory,Magnetometer,Repulse Bay Magnetometer,Repulse Bay Magnetometer,Magnetometer: Repulse Bay (RBAY) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Red.Deer/Magnetometer,Red Deer Geophysical Observatory,Magnetometer,Red Deer Magnetometer,Red Deer Magnetometer,Magnetometer: Red Deer (REDR) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Richardson/Magnetometer,Richardson Geophysical Observatory,Magnetometer,Richardson Magnetometer,Richardson Magnetometer,Magnetometer: Richardson (RICH) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Remus/Magnetometer,Remus Geophysical Observatory,Magnetometer,Remus Magnetometer,Remus Magnetometer,Magnetometer: Remus (RMUS) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Roemoe/Magnetometer,Roemoe,Magnetometer,Roemoe Magnetometer,Roemoe Magnetometer,Magnetometer: The Magnetometer located at the Roemoe geophysical observatory.,yes
spase://SMWG/Instrument/Ground/Priddis/Magnetometer,Priddis Geophysical Observatory,Magnetometer,Priddis Magnetometer,Priddis Magnetometer,Magnetometer: Priddis (ROTH) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Rorvik/Magnetometer,Rorvik Geophysical Observatory,Magnetometer,Rorvik Magnetometer,Rorvik Magnetometer,Magnetometer: Rorvik (RVK) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Salluit/Magnetometer,Salluit Geophysical Observatory,Magnetometer,Salluit Magnetometer,Salluit Magnetometer,Magnetometer: Salluit (SALU) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/San.Antonio/Magnetometer,San Antonio Geophysical Observatory,Magnetometer,San Antonio Magnetometer,San Antonio Magnetometer,Magnetometer: San Antonio (SATX) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Schefferville/Magnetometer,Schefferville Geophysical Observatory,Magnetometer,Schefferville Magnetometer,Schefferville Magnetometer,Magnetometer: Schefferville (SCHF) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Ittoqqortoormiit/Magnetometer,Ittoqqortoormiit Geophysical Observatory,Magnetometer,Ittoqqortoormiit Magnetometer,Ittoqqortoormiit Magnetometer,Magnetometer: Ittoqqortoormiit (SCO) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Sept.Iles/Magnetometer,Sept Iles Geophysical Observatory,Magnetometer,Sept Iles Magnetometer,Sept Iles Magnetometer,Magnetometer: Sept Iles (SEPT) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Shumagin/Magnetometer,IAGA,Magnetometer,Shumagin Magnetometer,Shumagin Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier SHU,yes
spase://SMWG/Instrument/Ground/Sitka/Magnetometer,IAGA,Magnetometer,Sitka Magnetometer,Sitka Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier SIT,yes
spase://SMWG/Instrument/WDC/San.Juan/Magnetometer,WDC,Magnetometer,The San Juan Fluxgate Magnetometer Instrument.,The San Juan Fluxgate Magnetometer Instrument.,Magnetometer: The Fluxgate Magnetometer instrument at the San Juan geomagnetic observatory.,yes
spase://SMWG/Instrument/Ground/Maniitsoq/Magnetometer,Maniitsoq Geophysical Observatory,Magnetometer,Maniitsoq Magnetometer,Maniitsoq Magnetometer,Magnetometer: Maniitsoq (SKT) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Snap.Lake/Magnetometer,Snap Lake Geophysical Observatory,Magnetometer,Snap Lake Magnetometer,Snap Lake Magnetometer,Magnetometer: Snap Lake (SNAP) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Sanikiluaq/Magnetometer,Sanikiluaq Geophysical Observatory,Magnetometer,Sanikiluaq Magnetometer,Sanikiluaq Magnetometer,Magnetometer: Sanikiluaq (SNKQ) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Solund/Magnetometer,Solund Geophysical Observatory,Magnetometer,Solund Magnetometer,Solund Magnetometer,Magnetometer: Solund (SOL) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Soroya/Magnetometer,Soroya Geophysical Observatory,Magnetometer,Soroya Magnetometer,Soroya Magnetometer,Magnetometer: Soroya (SOR) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Kangerlussuaq/Magnetometer,Kangerlussuaq Geophysical Observatory,Magnetometer,Kangerlussuaq Magnetometer,Kangerlussuaq Magnetometer,Magnetometer: Kangerlussuaq (STF) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Stanford/Magnetometer,Stanford Geophysical Observatory,Magnetometer,Stanford Magnetometer,Stanford Magnetometer,Magnetometer: Stanford (STFD) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Saint.Felicien/Magnetometer,Saint-Felicien Geophysical Observatory,Magnetometer,Saint-Felicien Magnetometer,Saint-Felicien Magnetometer,Magnetometer: Saint-Felicien (STFL) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/St.Johns/Magnetometer,IAGA,Magnetometer,St. John's Magnetometer,St. John's Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier STJ,yes
spase://SMWG/Instrument/Ground/Summit/Magnetometer,Summit Geophysical Observatory,Magnetometer,Summit Magnetometer,Summit Magnetometer,Magnetometer: Summit (SUM) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Savissivik/Magnetometer,Savissivik Geophysical Observatory,Magnetometer,Savissivik Magnetometer,Savissivik Magnetometer,Magnetometer: Savissivik (SVS) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Shawano/Magnetometer,Shawano Geophysical Observatory,Magnetometer,Shawano Magnetometer,Shawano Magnetometer,Magnetometer: Shawano (SWNO) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Tartu/Magnetometer,Tartu Geophysical Observatory,Magnetometer,Tartu Magnetometer,Tartu Magnetometer,Magnetometer: Tartu (TAR) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Tristan.da.Cunha/Magnetometer,Tristan Da Cunha Geophysical Observatory,Magnetometer,Tristan Da Cunha Magnetometer,Tristan Da Cunha Magnetometer,Magnetometer: Tristan Da Cunha (TDC) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Qaanaaq/Magnetometer,Qaanaaq Geophysical Observatory,Magnetometer,Qaanaaq Magnetometer,Qaanaaq Magnetometer,Magnetometer: Qaanaaq (THL) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Tiksi/Magnetometer,Tiksi Geophysical Observatory,Magnetometer,Tiksi Magnetometer,Tiksi Magnetometer,Magnetometer: Tiksi (TIK) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Toolik.Lake/Magnetometer,Toolik Lake Geophysical Observatory,Magnetometer,Toolik Lake Magnetometer,Toolik Lake Magnetometer,Magnetometer: Toolik Lake (TOOL) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/The.Pas/Magnetometer,The Pas,Magnetometer,The Pas Magnetometer,The Pas Magnetometer,Magnetometer: The Magnetometer located at the The Pas geophysical observatory.,yes
spase://SMWG/Instrument/Ground/Trapper.Creek/Magnetometer,Trapper Creek Geophysical Observatory,Magnetometer,Trapper Creek Magnetometer,Trapper Creek Magnetometer,Magnetometer: Trapper Creek (TRAP) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Tromso/Magnetometer,IAGA,Magnetometer,Tromso Magnetometer,Tromso Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier TRO,yes
spase://SMWG/Instrument/Ground/Tucson/Magnetometer,IAGA,Magnetometer,Tucson Magnetometer,Tucson Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier TUC,yes
spase://SMWG/Instrument/Ground/Ukiah/Magnetometer,Ukiah Geophysical Observatory,Magnetometer,Ukiah Magnetometer,Ukiah Magnetometer,Magnetometer: Ukiah (UKIA) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Uummannaq/Magnetometer,Uummannaq Geophysical Observatory,Magnetometer,Uummannaq Magnetometer,Uummannaq Magnetometer,Magnetometer: Uummannaq (UMQ) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Upernavik/Magnetometer,Upernavik Geophysical Observatory,Magnetometer,Upernavik Magnetometer,Upernavik Magnetometer,Magnetometer: Upernavik (UPN) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Victoria/Magnetometer,IAGA,Magnetometer,Victoria Magnetometer,Victoria Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier VIC,yes
